City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Pacific Grove,US,2022-10-18 19:22:10,36.6177,-121.9166,80.55,62,0,5.75
274,Nicoya,CR,2022-10-18 19:22:11,10.1483,-85.452,83.57,71,100,0.54
275,Katastarion,GR,2022-10-18 19:18:13,37.8333,20.7667,64.35,67,0,4.61
276,Solnechnyy,RU,2022-10-18 19:22:11,50.7214,136.6319,29.75,62,0,4.74
277,Egvekinot,RU,2022-10-18 19:22:11,66.3167,-179.1667,15.8,94,100,6.51
278,Ixtapa,MX,2022-10-18 19:22:12,20.7,-105.2,88.23,70,100,8.05
279,Nioro,GM,2022-10-18 19:18:10,13.35,-15.75,85.69,65,87,3.42
280,Port Lincoln,AU,2022-10-18 19:22:13,-34.7333,135.8667,58.08,91,1,9.84
281,Saldanha,ZA,2022-10-18 19:19:21,-33.0117,17.9442,61.07,92,100,15.97
282,Ambilobe,MG,2022-10-18 19:21:29,-13.2,49.05,71.87,65,17,5.19
283,Araioses,BR,2022-10-18 19:22:13,-2.89,-41.9031,87.78,66,20,20.71
284,Talnakh,RU,2022-10-18 19:22:13,69.4865,88.3972,33.21,99,100,11.23
285,Saint-Augustin,CA,2022-10-18 19:22:14,51.226,-58.6502,55.72,69,100,4.34
286,Oppdal,NO,2022-10-18 19:22:14,62.5943,9.6912,34.72,94,99,5.79
287,Fortuna,US,2022-10-18 19:19:10,40.5982,-124.1573,64.98,66,54,4.99
288,Samarai,PG,2022-10-18 19:22:15,-10.6167,150.6667,81.61,80,28,14.54
289,Yulara,AU,2022-10-18 19:22:15,-25.2406,130.9889,58.71,70,0,8.43
290,Burnie,AU,2022-10-18 19:22:16,-41.0667,145.9167,46.94,79,7,5.77
291,Isla Aguada,MX,2022-10-18 19:22:16,18.7833,-91.4667,84.24,77,100,3.36
292,Viransehir,TR,2022-10-18 19:22:17,37.2353,39.7631,75.11,24,66,4.92
